MS,MS Name,CCI,Title,Fund,Objective,Initially planned EU amount,De-commitments (n+2/n+3),De-commitments at closure,Net planned EU amount,Cumulative pre-financing,Cumulative recovery of pre-financing (at closure),Cumulative net pre-financing,Cumulative interim payments,Cumulative recovery of expenses (at closure),Cumulative net interim payments,Closure payments,Total closure recoveries,Total net payments,EU payment rate compared to initial planned EU amount
FR,France,2007FR162PO024,4e version du Programme opérationnel plurirégional FEDER LOIRE - Octobre 2013,ERDF,Regional Competitiveness and Employment,"33,809,546.00",0,0,"33,809,546.00","2,535,715.95",0,"2,535,715.95","29,583,352.75",0,"29,583,352.75","1,690,477.30",0,"33,809,546.00",100
CB,EU cross-border cooperation,2007CB163PO058,Ελλάδα-Κύπρος 2007-2013,ERDF,European Territorial Cooperation,"48,065,620.00",0,0,"48,065,620.00","3,746,996.10",0,"3,746,996.10","41,915,342.90",0,"41,915,342.90","2,403,281.00",0,"48,065,620.00",100
SK,Slovakia,2007SK06RPO001,RDP of the Slovak Republic 2007-2013,EAFRD,,"1,996,908,078.00",0,"13,505,857.93","1,983,402,220.07","139,783,565.46",0,"139,783,565.46","1,757,279,108.64",0,"1,757,279,108.64","86,339,545.97",0,"1,983,402,220.07",99.32
ES,España,2007ES162PO010,Programa Operativo FEDER de la Comunitat Valenciana,ERDF,Regional Competitiveness and Employment,"1,326,340,547.00",0,0,"1,326,340,547.00","99,475,541.03",0,"99,475,541.03","1,160,547,978.62",0,"1,160,547,978.62","21,088,642.90",0,"1,281,112,162.55",96.59
FR,France,2007FR162PO006,Programme opérationnel FEDER BOURGOGNE,ERDF,Regional Competitiveness and Employment,"185,580,603.00",0,0,"185,580,603.00","13,918,545.23",0,"13,918,545.23","162,383,027.62",0,"162,383,027.62","9,279,030.15",0,"185,580,603.00",100
GR,Ellada,2007GR161PO003,Τεχνική Υποστήριξη Εφαρμογής,ERDF,Convergence,"225,000,000.00",0,0,"225,000,000.00","14,400,000.00",0,"14,400,000.00","210,600,000.00",0,"210,600,000.00",0,0,"225,000,000.00",100
PL,Polska,2007PL161PO002,Program Operacyjny Infrastruktura i Środowisko,CF,Convergence,"22,387,151,159.00",0,0,"22,387,151,159.00","2,328,517,146.27",0,"2,328,517,146.27","18,939,276,454.78",0,"18,939,276,454.78","1,119,357,557.95",0,"22,387,151,159.00",100
ES,España,2007ES16UPO003,Programa Operativo FEDER de Economía basada en el Conocimiento,ERDF,Convergence,"1,238,138,404.00",0,"37,871,406.44","1,200,266,997.56","92,860,380.30","18,656.90","92,841,723.40","1,072,018,377.65",0,"1,072,018,377.65","35,388,239.61","18,656.90","1,200,248,340.66",96.94
UK,United Kingdom,2007UK162PO001,Lowlands and Uplands of Scotland ERDF Regional Competitiveness and Employment programme,ERDF,Regional Competitiveness and Employment,"375,957,844.00",0,"18,797,892.20","357,159,951.80","28,196,838.30","2,716,448.93","25,480,389.37","328,963,113.50","19,716,451.63","309,246,661.87",0,"22,432,900.56","334,727,051.24",89.03
SE,Sverige,2007SE162PO002,Småland och Öarna,ERDF,Regional Competitiveness and Employment,"67,442,370.00",0,0,"67,442,370.00","5,058,177.75",0,"5,058,177.75","59,012,073.75",0,"59,012,073.75","3,372,118.50",0,"67,442,370.00",100
CZ,Ceska Republika,2007CZ161PO006,OP Životní prostředí,CF,Convergence,"4,215,384,886.00","174,245,732.00",0,"4,041,139,154.00","442,615,413.03",0,"442,615,413.03","3,396,466,783.27",0,"3,396,466,783.27","202,056,957.70",0,"4,041,139,154.00",95.87
LT,Lietuva,2007LT161PO002,2007-2013 m. Ekonomikos augimo veiksmų programa,ERDF,Convergence,"1,938,671,724.00",0,0,"1,938,671,724.00","176,990,591.88",0,"176,990,591.88","1,664,747,545.92",0,"1,664,747,545.92","96,933,586.20",0,"1,938,671,724.00",100
ES,Spain,2007ES06RPO011,PDR de Galicia,EAFRD,,"888,801,563.60","4,877,972.60","44,196,179.95","839,727,411.05","61,587,560.16","6,872,239.47","54,715,320.69","778,139,851.29","57,813.11","778,082,038.18",0,"6,930,052.58","832,797,358.87",93.7
ES,España,2007ES051PO003,PO FSE EXTREMADURA,ESF,Convergence,"283,515,056.00",0,0,"283,515,056.00","18,756,434.78",0,"18,756,434.78","250,582,868.42",0,"250,582,868.42","14,175,752.80",0,"283,515,056.00",100
UK,United Kingdom,2007UK06RPO001,Rural Development Programme for England,EAFRD,,"3,224,980,015.00",0,"68,944,330.95","3,156,035,684.05","98,679,284.55",0,"98,679,284.55","2,965,051,729.70",0,"2,965,051,729.70","92,304,669.80",0,"3,156,035,684.05",97.86
PT,Portugal,2007PT162PO002,PO Valorização do Potencial Económico e Coesão Territorial da RAM 2007-2013,ERDF,Regional Competitiveness and Employment,"310,549,004.00",0,0,"310,549,004.00","24,041,175.30",0,"24,041,175.30","270,980,378.50",0,"270,980,378.50","15,527,450.20",0,"310,549,004.00",100
CB,EU cross-border cooperation,2007CB163PO055,North Sea Region Programme 2007-2013,ERDF,European Territorial Cooperation,"138,538,957.00",0,"6,926,947.85","131,612,009.15","10,390,421.78","4,018,770.65","6,371,651.13","121,221,587.37","39,186.50","121,182,400.87",0,"4,057,957.15","127,554,052.00",92.07
CZ,Ceska Republika,2007CZ052PO001,OP Praha Adaptabilita,ESF,Regional Competitiveness and Employment,"114,797,582.30","276,474.30","5,726,056.10","108,795,051.90","9,754,671.78","6,954,751.30","2,799,920.48","99,040,380.82","42,296.60","98,998,084.22",0,"6,997,047.90","101,798,004.70",88.68
DE,Deutschland,2007DE162PO010,Operationelles Programm EFRE Niedersachsen (ohne Region Lüneburg) 2007-2013,ERDF,Regional Competitiveness and Employment,"638,769,613.00",0,0,"638,769,613.00","47,907,720.98",0,"47,907,720.98","558,923,411.37",0,"558,923,411.37","31,938,480.65",0,"638,769,613.00",100
IT,Italia,2007IT162PO002,Por Emilia Romagna FESR Versione approvata dal Comitato di Sorveglianza 2015,ERDF,Regional Competitiveness and Employment,"142,733,765.00",0,0,"142,733,765.00","9,608,091.23",0,"9,608,091.23","125,988,985.52",0,"125,988,985.52","7,136,688.25",0,"142,733,765.00",100
UK,United Kingdom,2007UK051PO002,West Wales and the Valleys ESF Convergence programme,ESF,Convergence,"833,585,460.00",0,0,"833,585,460.00","62,518,909.50",0,"62,518,909.50","729,387,277.50",0,"729,387,277.50","41,679,273.00",0,"833,585,460.00",100
CB,EU cross-border cooperation,2007CB163PO027,Northern Periphery,ERDF,European Territorial Cooperation,"35,115,126.00",0,"1,664,234.19","33,450,891.81","2,633,634.45",0,"2,633,634.45","30,725,735.25",0,"30,725,735.25","91,522.11",0,"33,450,891.81",95.26
CZ,Czech Republic,2007CZ06RPO001,RDP of the Czech Republic 2007-2013,EAFRD,,"2,857,506,354.00",0,"3,873,748.91","2,853,632,605.09","200,025,444.78",0,"200,025,444.78","2,514,605,591.52",0,"2,514,605,591.52","138,417,269.54",0,"2,853,048,305.84",99.84
IT,Italy,2007IT06RPO009,Piemonte - programma di sviluppo rurale - 2007-2013,EAFRD,,"442,019,000.00",0,"8,053,332.17","433,965,667.83","31,137,680.00",0,"31,137,680.00","388,780,370.00",0,"388,780,370.00","14,047,617.83",0,"433,965,667.83",98.18
ES,España,2007ES05UPO003,PO FSE ASISTENCIA TÉCNICA,ESF,Convergence,"19,518,781.00",0,"184,185.10","19,334,595.90","1,659,685.80",0,"1,659,685.80","16,866,270.39",0,"16,866,270.39","808,639.71",0,"19,334,595.90",99.06
CB,EU cross-border cooperation,2007CB163PO048,Programme opérationnel URBACT,ERDF,European Territorial Cooperation,"53,319,170.00",0,"2,665,958.50","50,653,211.50","4,798,725.30","777,607.67","4,021,117.63","45,854,486.20",0,"45,854,486.20",0,"777,607.67","49,875,603.83",93.54
AT,Österreich,2007AT162PO007,OP Steiermark 2007-2013: Ziel Regionale Wettbewerbsfähigkeit & Beschäftigung / EFRE,ERDF,Regional Competitiveness and Employment,"155,061,854.00","31,866,824.00","6,159,751.50","117,035,278.50","11,629,639.05","5,243,453.21","6,386,185.84","105,405,639.45","292,711.74","105,112,927.71",0,"5,536,164.95","111,499,113.55",71.91
CB,EU cross-border cooperation,2007CB163PO062,Ireland Wales Programme,ERDF,European Territorial Cooperation,"52,695,295.00",0,"1,631,692.99","51,063,602.01","3,952,147.13",0,"3,952,147.13","46,108,383.12",0,"46,108,383.12","1,003,071.76",0,"51,063,602.01",96.9
NL,Nederland,2007NL162PO001,Operationeel Programma Noord 2007-2013,ERDF,Regional Competitiveness and Employment,"169,400,000.00",0,0,"169,400,000.00","12,705,000.00",0,"12,705,000.00","148,225,000.00",0,"148,225,000.00","8,470,000.00",0,"169,400,000.00",100
PL,Polska,2007PL161PO014,Regionalny Program Operacyjny Województwa Podlaskiego na lata 2007-2013,ERDF,Convergence,"672,542,971.00",0,0,"672,542,971.00","57,258,709.47",0,"57,258,709.47","581,657,112.98",0,"581,657,112.98","33,627,148.55",0,"672,542,971.00",100
CB,EU cross-border cooperation,2013CB163PO001,Operational programme Slovenia - Croatia 2007-2013,ERDF,European Territorial Cooperation,"44,774,910.00",0,"2,238,745.50","42,536,164.50","9,004,710.00","246,874.72","8,757,835.28","33,531,454.50",0,"33,531,454.50",0,"246,874.72","42,289,289.78",94.45
FR,France,2007FR162PO001,Programme opérationnel FEDER AQUITAINE,ERDF,Regional Competitiveness and Employment,"392,371,063.00",0,0,"392,371,063.00","29,427,829.73",0,"29,427,829.73","343,324,680.12",0,"343,324,680.12","19,618,553.15",0,"392,371,063.00",100
ES,España,2007ES162PO008,Programa Operativo FEDER de Aragón,ERDF,Regional Competitiveness and Employment,"163,101,304.00","5,789,877.00",0,"157,311,427.00","12,232,597.80",0,"12,232,597.80","137,213,257.85",0,"137,213,257.85","7,865,571.35",0,"157,311,427.00",96.45
DE,Germany,2007DE06RPO012,Programm zur Förderung im ländlichen Raum Niedersachsen und Bremen 2007 bis 2013,EAFRD,,"975,003,113.00",0,"13,025,022.93","961,978,090.07","68,250,217.91",0,"68,250,217.91","858,002,739.44",0,"858,002,739.44","35,725,132.72",0,"961,978,090.07",98.66
IT,Italy,2007IT06RPO020,RDP Puglia,EAFRD,,"927,827,000.00",0,"1,733,495.08","926,093,504.92","65,350,880.00",0,"65,350,880.00","816,084,770.00",0,"816,084,770.00","44,657,854.92",0,"926,093,504.92",99.81
CZ,Ceska Republika,2007CZ162PO001,OP Praha  Konkurenceschopnost,ERDF,Regional Competitiveness and Employment,"243,181,406.00",0,0,"243,181,406.00","21,144,240.45",0,"21,144,240.45","209,878,095.25",0,"209,878,095.25","12,159,070.30",0,"243,181,406.00",100
CB,EU cross-border cooperation,2007CB163PO026,Interreg IV Öresund-Kattegatt-Skagerrak,ERDF,European Territorial Cooperation,"111,611,517.00","1,394,083.00","5,510,871.70","104,706,562.30","8,370,863.78","571,369.36","7,799,494.42","96,335,698.52","2,543.24","96,333,155.28",0,"573,912.60","104,132,649.70",93.3
FR,France,2007FR162PO009,Programme opérationnel FEDER CORSE,ERDF,Regional Competitiveness and Employment,"150,465,376.00",0,0,"150,465,376.00","11,284,903.20",0,"11,284,903.20","131,657,204.00",0,"131,657,204.00","7,523,268.80",0,"150,465,376.00",100
AT,Österreich,2007AT162PO003,OP Vorarlberg 2007-2013: Ziel Regionale Wettbewerbsfähigkeit und Beschäftigung / EFRE,ERDF,Regional Competitiveness and Employment,"17,660,129.00",0,"719,170.30","16,940,958.70","1,324,509.68",0,"1,324,509.68","15,452,612.87",0,"15,452,612.87","163,836.15",0,"16,940,958.70",95.93
CB,EU cross-border cooperation,2007CB163PO014,Alpine Space 2007-2013 (Transnational Cooperation),ERDF,European Territorial Cooperation,"97,792,311.00",0,"2,776,801.00","95,015,510.00","8,801,307.99",0,"8,801,307.99","84,101,387.46",0,"84,101,387.46","2,112,814.55",0,"95,015,510.00",97.16
LV,Latvija,2007LV161PO002,Infrastructure and Services,ERDF,Convergence,"1,711,285,730.00",0,0,"1,711,285,730.00","153,295,777.26",0,"153,295,777.26","1,472,425,666.24",0,"1,472,425,666.24","85,564,286.50",0,"1,711,285,730.00",100
ES,España,2007ES161PO006,Programa Operativo FEDER de Extremadura,ERDF,Convergence,"1,580,187,909.00",0,0,"1,580,187,909.00","118,514,093.18",0,"118,514,093.18","1,341,521,255.33",0,"1,341,521,255.33","120,152,560.49",0,"1,580,187,909.00",100
AT,Austria,2007AT06RPO001,Austrian Rural Development Programme,EAFRD,,"4,025,575,992.00",0,"229,956.69","4,025,346,035.31","281,790,319.44",0,"281,790,319.44","3,542,506,872.96",0,"3,542,506,872.96","201,048,842.91",0,"4,025,346,035.31",99.99
CZ,Ceska Republika,2007CZ161PO006,OP Životní prostředí,ERDF,Convergence,"702,482,212.00","100,415,118.00",0,"602,067,094.00","63,223,399.08",0,"63,223,399.08","508,740,340.22",0,"508,740,340.22","30,103,354.70",0,"602,067,094.00",85.71
LV,Latvija,2007LV14FPO001,Rīcības programma Eiropas Zivsaimniecības fonda atbalsta ieviešanai Latvijā 2007.-2013.gadam,EFF,Convergence,"125,015,563.00",0,"211,784.44","124,803,778.56","17,502,178.00",0,"17,502,178.00","101,262,606.85",0,"101,262,606.85","5,855,197.26",0,"124,619,982.11",99.68
SK,Slovenska Republica,2007SK05UPO001,OP Vzdelávanie,ESF,Regional Competitiveness and Employment,"17,801,578.42","211,350.42","817,028.92","16,773,199.08","1,602,142.02",0,"1,602,142.02","15,171,056.64",0,"15,171,056.64",0,0,"16,773,198.66",94.22
IT,Italia,2007IT052PO007,Por Marche FSE,ESF,Regional Competitiveness and Employment,"110,438,698.00",0,0,"110,438,698.00","8,366,574.75",0,"8,366,574.75","96,550,188.35",0,"96,550,188.35","5,521,934.90",0,"110,438,698.00",100
FR,France,2007FR162PO017,Programme opérationnel FEDER NORD PAS-DE-CALAIS,ERDF,Regional Competitiveness and Employment,"700,953,570.00",0,"6,389,676.96","694,563,893.04","52,571,517.75",0,"52,571,517.75","613,334,373.75",0,"613,334,373.75","28,658,001.54",0,"694,563,893.04",99.09
CZ,Ceska Republika,2007CZ14FPO001,OP Rybářství,EFF,Convergence,"27,106,675.00",0,"1,355,333.75","25,751,341.25","3,794,934.50","1,536,832.52","2,258,101.98","21,956,406.75",0,"21,956,406.75",0,"1,536,832.52","24,214,508.73",89.33
CZ,Ceska Republika,2007CZ05UPO001,OP Lidské zdroje a zaměstnanost,ESF,Regional Competitiveness and Employment,"23,923,898.78","4,351,038.78",0,"19,572,860.00","2,301,806.97",0,"2,301,806.97","17,271,052.70",0,"17,271,052.70",0.33,0,"19,572,860.00",81.81
CB,EU cross-border cooperation,2007CB163PO051,Programme opérationnel CTE Amazonie,ERDF,European Territorial Cooperation,"12,830,274.00","1,846,560.00",0,"10,983,714.00","962,270.55",0,"962,270.55","9,472,257.75",0,"9,472,257.75","549,185.70",0,"10,983,714.00",85.61
CB,EU cross-border cooperation,2007CB163PO008,Programa Operativo FEDER Cooperación Transnacional Sudoeste Europeo,ERDF,European Territorial Cooperation,"99,413,459.00",0,"4,244,316.17","95,169,142.83","7,456,009.43",0,"7,456,009.43","86,986,776.62",0,"86,986,776.62","726,356.78",0,"95,169,142.83",95.73
IT,Italia,2007IT161PO009,Por Campania FESR,ERDF,Convergence,"3,432,397,599.00",0,0,"3,432,397,599.00","257,429,819.93",0,"257,429,819.93","3,003,347,899.12",0,"3,003,347,899.12","88,174,925.59",0,"3,348,952,644.64",97.57
DK,Danmark,2007DK162PO001,Innovation og Viden,ERDF,Regional Competitiveness and Employment,"254,788,620.00",0,0,"254,788,620.00","19,109,146.50",0,"19,109,146.50","222,940,042.50",0,"222,940,042.50","12,739,431.00",0,"254,788,620.00",100
BE,Belgique-België,2007BE052PO003,Programme opérationnel 'Compétitivité régionale et emploi' de l'Etat fédéral - FSE,ESF,Regional Competitiveness and Employment,"45,064,810.34","935,698.34","2,206,455.26","41,922,656.74","3,379,860.75","2,189,918.77","1,189,941.98","38,542,795.65","48,585.15","38,494,210.50",0,"2,238,503.92","39,684,152.48",88.06
FR,France,2007FR051PO003,Programme opérationnel FSE Guyane,ESF,Convergence,"100,059,222.00",0,"5,002,961.10","95,056,260.90","7,504,441.65","5,889,412.42","1,615,029.23","87,551,819.25",0,"87,551,819.25",0,"5,889,412.42","89,166,848.48",89.11
HU,Magyarország,2007HU16UPO001,Operational Programme for Electronic Public Administration,ERDF,Regional Competitiveness and Employment,"76,422,554.00","11,215,726.00",0,"65,206,828.00","6,878,029.86",0,"6,878,029.86","58,328,798.14",0,"58,328,798.14",0,0,"65,206,828.00",85.32
ES,España,2007ES162PO011,Programa Operativo FEDER de Canarias,ERDF,Regional Competitiveness and Employment,"1,019,297,761.00",0,0,"1,019,297,761.00","76,447,332.08",0,"76,447,332.08","889,989,497.57",0,"889,989,497.57","52,860,931.35",0,"1,019,297,761.00",100
DE,Deutschland,2007DE162PO003,Operationelles Programm EFRE Schleswig-Holstein 2007-2013,ERDF,Regional Competitiveness and Employment,"373,888,769.00",0,"10,939,885.34","362,948,883.66","28,041,657.68",0,"28,041,657.68","327,152,672.87",0,"327,152,672.87","5,977,243.28",0,"361,171,573.83",96.6
CB,EU cross-border cooperation,2007CB163PO032,Nord INTERREG IVA,ERDF,European Territorial Cooperation,"33,966,446.00",0,0,"33,966,446.00","2,547,483.45",0,"2,547,483.45","29,720,640.25",0,"29,720,640.25","1,698,322.30",0,"33,966,446.00",100
BG,Balgarija,2007BG161PO005,Operational Programme Environment,CF,Convergence,"1,027,366,273.00",0,"51,368,313.65","975,997,959.35","107,873,458.66","10,888,973.21","96,984,485.45","868,124,500.69",0,"868,124,500.69",0,"10,888,973.21","965,108,986.14",93.94
BE,Belgium,2007BE06RPO002,Programme de développement rural pour la région Wallonne 2007-2013,EAFRD,,"233,266,487.00",0,"5,871,271.18","227,395,215.82","16,328,654.09",0,"16,328,654.09","205,274,508.56",0,"205,274,508.56","5,792,053.17",0,"227,395,215.82",97.48
RO,România,2007RO051PO001,Programul Operaţional Sectorial Dezvoltarea Resurselor Umane,ESF,Convergence,"3,476,144,995.88","276,106,540.88","303,408,395.24","2,896,630,059.76","451,898,849.48",0,"451,898,849.48","2,347,832,808.32",0,"2,347,832,808.32",0,0,"2,799,731,657.80",80.54
ES,España,2007ES161PO007,Programa Operativo FEDER de Castilla la Mancha,ERDF,Convergence,"1,439,393,894.00",0,0,"1,439,393,894.00","107,954,542.05",0,"107,954,542.05","1,259,469,657.25",0,"1,259,469,657.25","71,969,694.70",0,"1,439,393,894.00",100
CB,EU cross-border cooperation,2007CB163PO015,INTERACT 2007-2013 Good Governance of Territorial Cooperation Programmes,ERDF,European Territorial Cooperation,"30,154,277.00","847,570.00","573,901.83","28,732,805.17","3,063,016.08",0,"3,063,016.08","24,778,355.57",0,"24,778,355.57","891,433.52",0,"28,732,805.17",95.29
IT,Italia,2007IT162PO001,Por Abruzzo FESR 2007-2013 riprogrammazione,ERDF,Regional Competitiveness and Employment,"139,760,495.00",0,0,"139,760,495.00","10,482,037.13",0,"10,482,037.13","122,290,433.12",0,"122,290,433.12","6,988,024.75",0,"139,760,495.00",100
FI,Suomi/Finland,2007FI162PO001,Itä-Suomen EAKR-toimenpideohjelma 2007-2013,ERDF,Regional Competitiveness and Employment,"365,564,309.00",0,"4,746,435.44","360,817,873.56","27,417,323.18",0,"27,417,323.18","319,868,770.37",0,"319,868,770.37","13,531,780.01",0,"360,817,873.56",98.7
DE,Germany,2007DE06RPO021,Plan zur Entwicklung des ländlichen Raums des Landes Schleswig-Holstein 2007-2013,EAFRD,,"302,176,041.00",0,"1,758,267.84","300,417,773.16","21,152,322.87",0,"21,152,322.87","265,914,915.98",0,"265,914,915.98","13,350,534.31",0,"300,417,773.16",99.42
PL,Polska,2007PL14FPO001,"Program Operacyjny ""Zrównoważony rozwój sektora rybołówstwa i nadbrzeżnych obszarów rybackich 2007-2013""",EFF,Convergence,"734,092,574.00",0,"18,188,936.91","715,903,637.09","102,772,960.36",0,"102,772,960.36","594,614,984.94",0,"594,614,984.94","13,053,876.64",0,"710,441,821.94",96.78
GR,Ellada,2007GR16UPO001,Θεσσαλία - Στερεά Ελλάδα - Ήπειρος,ERDF,Regional Competitiveness and Employment,"367,000,000.00",0,0,"367,000,000.00","27,525,000.00",0,"27,525,000.00","339,475,000.00",0,"339,475,000.00",0,0,"367,000,000.00",100
FR,France,2007FR162PO014,Programme opérationnel FEDER LIMOUSIN,ERDF,Regional Competitiveness and Employment,"127,259,135.00",0,0,"127,259,135.00","9,544,435.13",0,"9,544,435.13","111,351,743.12",0,"111,351,743.12","6,362,956.75",0,"127,259,135.00",100
CZ,Ceska Republika,2007CZ05UPO002,OP Vzdělávání pro konkurenceschopnost,ESF,Regional Competitiveness and Employment,"12,108,401.88","3,898,959.88",0,"8,209,442.00","1,518,210.81",0,"1,518,210.81","6,691,231.31",0,"6,691,231.31",0,0,"8,209,442.12",67.8
GR,Ellada,2007GR05UPO002,Εκπαίδευση και Δια Βίου Μάθηση,ESF,Convergence,"1,396,166,468.00",0,0,"1,396,166,468.00","104,712,485.10",0,"104,712,485.10","1,291,453,982.90",0,"1,291,453,982.90",0,0,"1,396,166,468.00",100
GR,Ellada,2007GR16UPO002,Κρήτη & Νήσοι Αιγαίου,ERDF,Convergence,"723,000,000.00",0,0,"723,000,000.00","54,825,000.00",0,"54,825,000.00","668,175,000.00",0,"668,175,000.00",0,0,"723,000,000.00",100
CY,Kypros,2007CY16UPO001,Sustainable Development and Competitiveness,ERDF,Regional Competitiveness and Employment,"279,461,354.00",0,0,"279,461,354.00","25,151,521.86",0,"25,151,521.86","240,336,764.44",0,"240,336,764.44","13,973,067.70",0,"279,461,354.00",100
CZ,Ceska Republika,2007CZ161PO004,OP Podnikání a inovace,ERDF,Convergence,"3,120,690,664.00",0,0,"3,120,690,664.00","273,718,129.14",0,"273,718,129.14","2,690,938,001.66",0,"2,690,938,001.66","156,034,533.20",0,"3,120,690,664.00",100
CB,EU cross-border cooperation,2007CB163PO036,Programma per la cooperazione transfrontaliera Italia-Slovenia 2007-2013 MODIFICATO 4,ERDF,European Territorial Cooperation,"116,206,931.00","6,935,156.00","360,621.80","108,911,153.20","10,458,623.79",0,"10,458,623.79","93,349,562.46",0,"93,349,562.46","5,102,966.95",0,"108,911,153.20",93.72
IT,Italia,2007IT052PO013,POR UMBRIA FSE RIPROGRAMMATO 2013,ESF,Regional Competitiveness and Employment,"97,681,522.00",0,0,"97,681,522.00","7,423,806.53",0,"7,423,806.53","85,373,639.37",0,"85,373,639.37","4,884,076.10",0,"97,681,522.00",100
IT,Italia,2007IT162PO003,Por Friuli Venezia Giulia FESR versione 6,ERDF,Regional Competitiveness and Employment,"73,519,828.00",0,0,"73,519,828.00","5,555,225.55",0,"5,555,225.55","64,288,611.05",0,"64,288,611.05","3,503,360.75",0,"73,347,197.35",99.77
CB,EU cross-border cooperation,2007CB163PO046,Programme opérationnel INTERREG IV C,ERDF,European Territorial Cooperation,"321,321,762.00",0,"13,734,499.79","307,587,262.21","28,918,958.58",0,"28,918,958.58","276,336,715.32",0,"276,336,715.32","2,331,588.31",0,"307,587,262.21",95.73
EE,Eesti,2007EE051PO001,Operational Programme for Human Resource Development,ESF,Convergence,"391,517,329.00",0,0,"391,517,329.00","50,897,252.77",0,"50,897,252.77","321,044,209.78",0,"321,044,209.78","19,575,866.45",0,"391,517,329.00",100
IT,Italy,2007IT06RPO002,Bolzano - programma di sviluppo rurale - 2007-2013,EAFRD,,"148,205,000.00",0,"1,007,860.91","147,197,139.09","10,437,770.00",0,"10,437,770.00","130,356,980.00",0,"130,356,980.00","6,402,389.09",0,"147,197,139.09",99.32
PL,Polska,2007PL161PO010,Małopolski Regionalny Program Operacyjny na lata 2007-2013,ERDF,Convergence,"1,355,863,222.00",0,0,"1,355,863,222.00","116,124,696.18",0,"116,124,696.18","1,171,945,364.72",0,"1,171,945,364.72","67,793,161.10",0,"1,355,863,222.00",100
IT,Italia,2007IT162PO008,POR Molise FESR Versione 5 - dicembre 2015,ERDF,Regional Competitiveness and Employment,"70,765,241.00",0,"41,498.84","70,723,742.16","5,307,393.08",0,"5,307,393.08","61,919,585.87",0,"61,919,585.87","3,496,763.21",0,"70,723,742.16",99.94
ES,España,2007ES162PO002,Programa Operativo FEDER del País Vasco,ERDF,Regional Competitiveness and Employment,"240,582,157.00",0,0,"240,582,157.00","18,043,661.78",0,"18,043,661.78","210,509,387.37",0,"210,509,387.37","12,029,107.85",0,"240,582,157.00",100
PT,Portugal,2007PT06RAT001,Programa da Rede Rural Nacional,EAFRD,,"11,787,975.13","2,452,428.13",0,"9,335,547.00","825,158.26",0,"825,158.26","8,043,611.39",0,"8,043,611.39","466,777.31",0,"9,335,546.96",79.2
PL,Polska,2007PL161PO019,Regionalny Program Operacyjny Województwa Śląskiego,ERDF,Convergence,"1,747,104,507.00",0,0,"1,747,104,507.00","154,168,227.27",0,"154,168,227.27","1,505,581,054.38",0,"1,505,581,054.38","87,355,225.35",0,"1,747,104,507.00",100
CZ,Ceska Republika,2007CZ161PO010,ROP NUTS II Moravskoslezsko,ERDF,Convergence,"750,981,748.00",0,0,"750,981,748.00","64,448,389.53",0,"64,448,389.53","648,984,271.07",0,"648,984,271.07","37,549,087.40",0,"750,981,748.00",100
IT,Italia,2007IT051PO007,Competenze per lo sviluppo,ESF,Convergence,"742,964,746.00",0,"86,859.85","742,877,886.15","55,722,355.95",0,"55,722,355.95","650,094,152.75",0,"650,094,152.75","37,061,377.45",0,"742,877,886.15",99.99
HU,Magyarország,2007HU161PO005,Operational Programme for Central Transdanubia,ERDF,Convergence,"507,919,836.00",0,0,"507,919,836.00","45,712,785.24",0,"45,712,785.24","436,811,058.96",0,"436,811,058.96","25,395,991.80",0,"507,919,836.00",100
MT,Malta,2007MT06RPO001,"Rural Development Programme for Malta, 2007-2013",EAFRD,,"77,653,355.00",0,"1,226,429.47","76,426,925.53","5,435,734.80",0,"5,435,734.80","68,334,952.45",0,"68,334,952.45","2,656,238.28",0,"76,426,925.53",98.42
CB,EU cross-border cooperation,2007CB163PO041,Programme opérationnel CTE France-Suisse,ERDF,European Territorial Cooperation,"55,052,315.00","1,510,330.00","2,241,679.46","51,300,305.54","4,128,923.63",0,"4,128,923.63","46,735,962.12",0,"46,735,962.12","435,419.79",0,"51,300,305.54",93.18
UK,United Kingdom,2007UK06RPO003,Scotland Rural Development Programme 2007-2013,EAFRD,,"679,244,524.00",0,"705,740.29","678,538,783.71","31,019,859.15",0,"31,019,859.15","614,262,438.65",0,"614,262,438.65","33,256,485.91",0,"678,538,783.71",99.9
DE,Deutschland,2007DE161PO007,Operationelles Programm EFRE Sachsen-Anhalt 2007-2013,ERDF,Convergence,"1,931,792,253.00",0,"89,951,004.89","1,841,841,248.11","144,884,418.98","32,494,500.45","112,389,918.53","1,690,318,221.37",0,"1,690,318,221.37",0,"32,494,500.45","1,802,708,139.90",93.32
HR,Hrvatska,2007HR161PO003,Regional Competitiveness,ERDF,Convergence,"190,483,390.00","2,703,795.00",0,"187,779,595.00","44,909,850.00",0,"44,909,850.00","133,480,765.25",0,"133,480,765.25","9,388,979.75",0,"187,779,595.00",98.58
AT,Österreich,2007AT162PO001,OP Niederösterreich 2007-2013: Ziel Regionale Wettbewerbsfähigkeit & Beschäftigung / EFRE,ERDF,Regional Competitiveness and Employment,"145,646,798.00",0,0,"145,646,798.00","10,923,509.85",0,"10,923,509.85","127,440,948.25",0,"127,440,948.25","7,282,339.90",0,"145,646,798.00",100
GR,Ellada,2007GR161PO006,Αττική,ERDF,Convergence,"2,238,000,000.00",0,0,"2,238,000,000.00","182,850,000.00",0,"182,850,000.00","2,055,150,000.00",0,"2,055,150,000.00",0,0,"2,238,000,000.00",100
